,name,main_speaker,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jawdrop,Ok,Obnoxious,Inspiring,Total
1394,Nina Tandon: Could tissue engineering mean personalized medicine?,Nina Tandon,34,30,85,128,136,53,40,20,16,16,6,13,11,6,594
1395,Lemon Andersen: Please don't take my Air Jordans,Lemon Andersen,170,54,88,50,36,41,25,73,168,10,104,102,35,13,969
1396,"Ellen 't Hoen: Pool medical patents, save lives",Ellen 't Hoen,74,42,8,16,10,24,32,8,13,8,4,4,4,0,247
1397,Markham Nolan: How to separate fact and fiction online,Markham Nolan,29,207,525,111,35,78,60,117,11,15,3,20,14,6,1231
1398,"Maz Jobrani: A Saudi, an Indian and an Iranian walk into a Qatari bar ...",Maz Jobrani,207,2466,60,211,136,147,104,93,40,28,135,23,7,24,3681
1399,Marcus Byrne: The dance of the dung beetle,Marcus Byrne,252,35,33,12,87,209,27,48,20,5,1,1,2,0,732
1400,Ben Saunders: Why bother leaving the house?,Ben Saunders,142,636,305,91,172,55,47,12,21,5,23,47,34,6,1596
1401,"Robin Chase: Excuse me, may I rent your car?",Robin Chase,54,74,39,21,116,69,15,44,6,38,6,7,16,1,506
1402,Molly Crockett: Beware neuro-bunk,Molly Crockett,277,73,80,585,144,55,23,87,31,14,13,19,25,4,1430
1403,"Steven Addis: A father-daughter bond, one photo at a time",Steven Addis,422,292,9,19,65,54,28,8,11,34,6,16,9,5,978
1404,Adam Davidson: What we learned from teetering on the fiscal cliff,Adam Davidson,168,26,41,8,247,48,59,27,24,18,14,14,8,1,703
1405,Ronny Edry: Israel and Iran: A love story?,Ronny Edry,661,151,577,1067,44,122,171,125,41,35,7,26,15,6,3048
1406,Karen Thompson Walker: What fear can teach us,Karen Thompson Walker,113,293,533,29,232,299,95,112,208,73,118,21,29,5,2160
1407,Hadyn Parry: Re-engineering mosquitos to fight disease,Hadyn Parry,267,234,156,66,31,68,12,30,4,10,15,8,3,9,913
1408,Don Levy: A cinematic journey through visual effects,Don Levy,32,94,70,101,139,16,57,6,12,7,19,15,8,3,579
1409,Jonathan Haidt: How common threats can make common (political) ground,Jonathan Haidt,114,228,37,62,161,8,26,26,42,25,17,4,4,16,770
1410,Sue Austin: Deep sea diving ... in a wheelchair,Sue Austin,188,589,283,212,30,76,341,7,14,36,52,10,10,15,1863
1411,Jarrett J. Krosoczka: How a boy became an artist,Jarrett J. Krosoczka,663,316,25,107,251,8,95,13,26,24,21,3,0,0,1552
1412,Boghuma Kabisen Titanji: Ethical riddles in HIV research,Boghuma Kabisen Titanji,31,113,7,81,47,23,33,3,16,11,3,7,4,0,379
1413,Andy Puddicombe: All it takes is 10 mindful minutes,Andy Puddicombe,1228,384,3410,73,1404,410,829,561,134,79,197,112,48,13,8882
1414,Angela Patton: A father-daughter dance ... in prison,Angela Patton,383,335,62,140,55,26,2,35,14,50,6,22,8,4,1142
1415,"Ellen Jorgensen: Biohacking -- you can do it, too",Ellen Jorgensen,220,95,40,179,94,163,43,15,18,25,23,10,10,8,943
1416,"Cameron Russell: Looks aren't everything. Believe me, I'm a model.",Cameron Russell,92,124,612,986,2306,1617,497,924,632,119,302,77,231,101,8620
1417,Richard Weller: Could the sun be good for your heart?,Richard Weller,287,5,29,133,96,39,22,5,24,3,18,6,4,2,673
1418,Colin Stokes: How movies teach manhood,Colin Stokes,820,1308,722,205,346,95,133,263,352,360,207,125,88,74,5098
1419,Janine di Giovanni: What I saw in the war,Janine di Giovanni,96,62,158,333,173,93,362,104,23,9,19,7,10,8,1457
1420,Colin Powell: Kids need structure,Colin Powell,149,68,235,219,549,103,154,39,80,184,28,73,27,18,1926
1421,Steven Schwaitzberg: A universal translator for surgeons,Steven Schwaitzberg,81,30,30,15,23,27,35,28,25,15,8,4,1,1,323
1422,Leslie Morgan Steiner: Why domestic violence victims don't leave,Leslie Morgan Steiner,307,1055,231,1560,335,766,13,57,39,140,16,12,5,13,4549
1423,Wingham Rowan: A new kind of job market,Wingham Rowan,142,74,120,85,23,34,32,3,48,25,114,14,4,2,720
1424,Mitch Resnick: Let's teach kids to code,Mitch Resnick,560,122,243,151,72,113,67,34,8,25,41,18,23,13,1490
1425,iO Tillett Wright: Fifty shades of gay,iO Tillett Wright,791,1109,795,335,116,102,270,28,275,45,22,37,51,8,3984
1426,Fahad Al-Attiya: A country with no water,Fahad Al-Attiya,43,264,55,51,35,116,8,73,78,32,30,15,8,12,820
1427,Kid President: I think we all need a pep talk,Kid President,771,266,78,462,102,26,49,25,93,69,69,22,14,8,2054
1428,Zahra' Langhi: Why Libya's revolution didn't work -- and what might,Zahra' Langhi,17,41,51,33,106,82,12,14,29,20,10,3,2,0,420
1429,Tyler DeWitt: Hey science teachers -- make it fun,Tyler DeWitt,237,75,53,35,414,547,197,182,43,116,72,171,1,34,2177
1430,Cesar Kuriyama: One second every day,Cesar Kuriyama,729,41,20,230,173,202,45,52,19,96,78,18,45,19,1767
1431,Lee Cronin: Print your own medicine,Lee Cronin,84,154,124,48,96,8,38,8,21,50,8,1,6,8,654
1432,Edi Rama: Take back your city with paint,Edi Rama,72,95,25,11,303,82,87,90,28,89,13,6,12,11,924
1433,Shabana Basij-Rasikh: Dare to educate Afghan girls,Shabana Basij-Rasikh,78,620,121,497,224,48,97,7,10,7,23,5,7,1,1745
1434,"Erik Schlangen: A ""self-healing"" asphalt",Erik Schlangen,238,20,12,176,42,10,108,31,46,4,4,4,1,4,700
1435,James B. Glattfelder: Who controls the world?,James B. Glattfelder,138,203,177,292,568,84,102,76,89,7,63,122,20,23,1964
1436,Esther Perel: The secret to desire in a long-term relationship,Esther Perel,1205,2253,1068,2146,2008,389,270,588,438,174,73,73,37,63,10785
1437,"Young-ha Kim: Be an artist, right now!",Young-ha Kim,255,906,280,123,117,61,29,40,96,36,6,13,2,6,1970
1438,"Miguel Nicolelis: A monkey that controls a robot with its thoughts. No, really.",Miguel Nicolelis,280,412,202,260,235,29,22,9,41,11,28,22,12,5,1568
1439,Keith Chen: Could your language affect your ability to save money?,Keith Chen,89,657,266,138,575,114,228,172,17,114,20,24,19,31,2464
1440,Afra Raymond: Three myths about corruption,Afra Raymond,201,76,89,161,38,31,7,24,35,18,3,17,7,5,712
1441,Andreas Schleicher: Use data to build better schools,Andreas Schleicher,280,170,77,119,13,30,24,5,23,4,25,12,13,8,803
1442,Michael Dickinson: How a fly flies,Michael Dickinson,97,476,356,120,39,45,97,37,17,43,7,14,6,3,1357
1443,Bruce Feiler: Agile programming -- for your family,Bruce Feiler,172,595,178,226,283,57,41,25,34,14,34,40,26,8,1733
1444,"Bruno Maisonnier: Dance, tiny robots!",Bruno Maisonnier,116,126,223,151,98,111,48,28,9,6,10,7,8,9,950
1445,Sugata Mitra: Build a School in the Cloud,Sugata Mitra,564,469,1818,200,844,258,507,358,280,76,24,18,13,26,5455
1446,Jennifer Granholm: A clean energy proposal -- race to the top!,Jennifer Granholm,17,59,117,146,51,84,14,17,10,61,41,20,8,26,671
1447,Amanda Palmer: The art of asking,Amanda Palmer,753,1647,1658,3013,762,211,261,178,380,81,116,71,38,24,9193
1448,Allan Savory: How to fight desertification and reverse climate change,Allan Savory,1145,961,1400,729,953,1614,239,27,132,20,24,36,102,11,7393
1449,Edith Widder: How we found the giant squid,Edith Widder,200,874,606,261,367,46,255,79,58,41,23,17,13,12,2852
1450,Ron Finley: A guerilla gardener in South Central LA,Ron Finley,668,313,2346,707,480,717,291,563,215,5,29,10,6,5,6355
1451,Kakenya Ntaiya: A girl who demanded school,Kakenya Ntaiya,148,692,826,280,132,126,104,5,1,9,12,9,3,0,2347
1452,Shane Koyczan: To This Day ... for the bullied and beautiful,Shane Koyczan,2854,1812,789,2376,92,300,230,197,42,109,18,7,4,35,8865
1453,Dan Pallotta: The way we think about charity is dead wrong,Dan Pallotta,2139,1221,31,487,727,429,1784,139,43,66,422,111,68,30,7697
1454,David Anderson: Your brain is more than a bag of chemicals,David Anderson,42,484,214,328,22,123,78,26,157,3,7,12,19,8,1523
1455,Stewart Brand: The dawn of de-extinction. Are you ready?,Stewart Brand,251,20,313,121,50,61,186,5,5,8,58,24,180,2,1284
1456,"Bono: The good news on poverty (Yes, there's good news)",Bono,183,80,444,39,84,215,35,47,92,45,34,13,6,30,1347
1457,Catarina Mota: Play with smart materials,Catarina Mota,123,208,38,33,211,64,166,19,76,12,29,14,7,3,1003
1458,Danny Hillis: The Internet could crash. We need a Plan B,Danny Hillis,267,568,50,96,36,46,4,131,22,33,17,56,30,19,1375
1459,"Elon Musk: The mind behind Tesla, SpaceX, SolarCity ...",Elon Musk,257,628,1538,273,863,459,40,320,109,98,7,17,16,12,4637
1460,Hyeonseo Lee: My escape from North Korea,Hyeonseo Lee,507,53,20,17,1941,1208,123,401,345,355,133,34,37,39,5213
1461,Francis Collins: We need better drugs -- now,Francis Collins,91,154,94,75,37,10,6,18,17,12,12,3,9,4,542
1462,Eric Whitacre: Virtual Choir Live,Eric Whitacre,328,122,87,105,131,16,16,11,5,44,11,5,5,5,891
1463,Jessica Green: We're covered in germs. Let's design for that.,Jessica Green,211,254,101,20,56,57,38,19,49,7,12,7,14,4,849
1464,Mark Shaw: One very dry demo,Mark Shaw,316,298,302,66,152,23,53,21,47,7,13,12,4,3,1317
1465,Richard Turere: My invention that made peace with lions,Richard Turere,812,160,1283,274,268,43,43,11,289,98,126,16,13,15,3451
1466,"Colin Camerer: When you're making a deal, what's going on in your brain?",Colin Camerer,70,183,234,40,42,49,8,23,15,25,18,7,1,0,715
1467,Katherine Kuchenbecker: The technology of touch,Katherine Kuchenbecker,150,180,83,8,10,27,156,38,12,7,22,21,5,2,721
1468,Kees Moeliker: How a dead duck changed my life,Kees Moeliker,771,62,75,186,36,162,21,31,19,41,42,38,31,18,1533
1469,"Sanjay Dastoor: A skateboard, with a boost",Sanjay Dastoor,334,160,194,87,77,27,50,53,80,16,16,33,4,3,1134
1470,"Lawrence Lessig: We the People, and the Republic we must reclaim",Lawrence Lessig,44,592,1061,487,906,238,158,93,30,15,12,28,14,28,3706
1471,"Skylar Tibbits: The emergence of ""4D printing""",Skylar Tibbits,286,253,355,152,184,85,72,41,9,20,16,8,7,22,1510
1472,"Ken Jennings: Watson, Jeopardy and me, the obsolete know-it-all",Ken Jennings,36,39,379,181,222,267,267,75,43,48,3,21,15,12,1608
1473,Freeman Hrabowski: 4 pillars of college success in science,Freeman Hrabowski,150,39,410,58,147,43,21,25,15,27,18,63,9,5,1030
1474,Keller Rinaudo: A mini robot -- powered by your phone,Keller Rinaudo,120,162,101,100,43,136,75,23,79,33,26,2,8,21,929
1475,Dan Ariely: What makes us feel good about our work?,Dan Ariely,1534,1363,292,783,172,825,203,65,90,16,66,26,16,7,5458
1476,Eric Dishman: Health care should be a team sport,Eric Dishman,20,112,143,208,34,35,95,30,59,6,49,3,9,0,803
1477,Laura Snyder: The Philosophical Breakfast Club,Laura Snyder,186,139,87,369,81,32,17,45,20,9,17,11,6,10,1029
1478,Rose George: Let's talk crap. Seriously.,Rose George,316,506,70,182,141,38,200,10,123,27,8,32,14,8,1675
1479,Thomas Insel: Toward a new understanding of mental illness,Thomas Insel,466,235,54,159,25,34,17,27,145,37,20,3,2,15,1239
1480,Joshua Prager: In search of the man who broke my neck,Joshua Prager,560,748,139,316,37,38,90,23,38,19,8,19,14,11,2060
1481,"Andres Lozano: Parkinson's, depression and the switch that might turn them off",Andres Lozano,60,459,725,264,438,9,57,296,79,43,9,4,4,1,2448
1482,BLACK: My journey to yo-yo mastery,BLACK,533,625,514,114,410,28,122,36,16,69,36,5,10,57,2575
1483,John McWhorter: Txtng is killing language. JK!!!,John McWhorter,54,405,557,660,157,44,320,52,121,21,45,15,26,15,2492
1484,"Robert Gordon: The death of innovation, the end of growth",Robert Gordon,79,19,40,184,9,185,20,44,3,1,31,26,39,21,701
1485,Erik Brynjolfsson: The key to growth? Race with the machines,Erik Brynjolfsson,38,211,195,10,165,111,19,49,62,8,6,28,6,10,918
1486,Michael Stevens: How much does a video weigh?,Michael Stevens,170,214,124,69,85,82,35,21,17,23,26,8,7,26,907
1487,"Jennifer Healey: If cars could talk, accidents might be avoidable",Jennifer Healey,11,90,18,27,65,110,30,44,90,59,39,5,8,3,599
1488,David Pogue: 10 top time-saving tech tips,David Pogue,1545,726,112,182,85,139,41,52,300,39,54,69,19,8,3371
1489,Nilofer Merchant: Got a meeting? Take a walk,Nilofer Merchant,351,478,141,290,46,210,53,68,80,7,14,18,15,17,1788
1490,Taylor Wilson: My radical plan for small nuclear fission reactors,Taylor Wilson,28,462,334,291,204,243,93,53,153,70,23,42,15,43,2054
1491,Sebastião Salgado: The silent drama of photography,Sebastião Salgado,395,714,350,103,189,105,166,26,14,22,9,10,1,0,2104
1492,"Juan Enriquez: Your online life, permanent as a tattoo",Juan Enriquez,447,249,135,26,14,94,78,190,39,71,72,25,30,23,1493
1493,Rita Pierson: Every kid needs a champion,Rita Pierson,5946,981,1137,1640,1297,458,230,665,114,159,12,26,23,15,12703
1494,Timothy Bartik: The economic case for preschool,Timothy Bartik,21,50,54,75,6,3,30,5,6,8,7,12,2,2,281
1495,ShaoLan: Learn to read Chinese ... with ease!,ShaoLan,637,509,989,566,401,175,103,110,32,39,26,91,12,6,3696
1496,Bill Gates: Teachers need real feedback,Bill Gates,326,171,329,104,102,44,66,11,45,32,30,4,55,5,1324
1497,Ramsey Musallam: 3 rules to spark learning,Ramsey Musallam,959,192,334,249,34,137,206,22,88,57,8,56,6,4,2352
1498,"Pearl Arredondo: My story, from gangland daughter to star teacher",Pearl Arredondo,164,289,76,6,49,59,40,39,24,3,8,16,7,5,785
1499,"Malcolm London: ""High School Training Ground""",Malcolm London,289,318,231,70,67,71,12,12,41,39,12,13,52,7,1234
1500,Geoffrey Canada: Our failing schools. Enough is enough!,Geoffrey Canada,388,540,221,97,162,54,212,9,43,36,45,9,9,7,1832
1501,Angela Lee Duckworth: Grit: The power of passion and perseverance,Angela Lee Duckworth,4847,374,2420,1380,597,866,464,464,47,87,181,65,148,129,12069
1502,Ken Robinson: How to escape education's death valley,Ken Robinson,24,16,1541,1434,1233,3018,419,252,559,911,385,14,72,8,9886
1503,Meg Jay: Why 30 is not the new 20,Meg Jay,201,1428,684,3035,407,1221,400,93,175,119,208,77,84,38,8170
1504,Maria Bezaitis: Why we need strangeness,Maria Bezaitis,28,69,16,141,54,66,45,104,124,91,37,35,15,5,830
1505,Liu Bolin: The invisible man,Liu Bolin,150,115,91,33,9,8,53,68,5,40,29,9,13,4,627
1506,"Jay Silver: Hack a banana, make a keyboard!",Jay Silver,514,348,74,16,297,509,76,202,4,53,10,29,24,10,2166
1507,Sergey Brin: Why Google Glass?,Sergey Brin,345,142,130,144,86,55,239,101,54,24,61,117,23,16,1537
1508,Peter Singer: The why and how of effective altruism,Peter Singer,508,302,256,52,44,53,23,57,57,109,44,8,38,3,1554
1509,Phil Hansen: Embrace the shake,Phil Hansen,1249,101,276,280,383,316,192,50,33,44,3,4,1,0,2932
1510,Judy MacDonald Johnston: Prepare for a good end of life,Judy MacDonald Johnston,375,164,379,224,198,15,27,55,6,30,14,11,12,0,1510
1511,Alastair Parvin: Architecture for the people by the people,Alastair Parvin,107,175,394,75,288,19,167,434,32,31,4,7,4,3,1740
1512,"Ji-Hae Park: The violin, and my dark night of the soul",Ji-Hae Park,260,449,742,202,26,138,19,51,14,22,15,3,9,1,1951
1513,Paola Antonelli: Why I brought Pac-Man to MoMA,Paola Antonelli,28,81,101,49,7,4,36,64,87,69,14,24,32,12,608
1514,Jackson Katz: Violence against women -- it's a men's issue,Jackson Katz,1116,1247,120,772,204,97,534,70,82,52,158,15,51,14,4532
1515,Hendrik Poinar: Bring back the woolly mammoth!,Hendrik Poinar,7,11,145,170,27,52,9,37,27,29,26,10,7,8,565
1516,Lisa Bu: How books can open your mind,Lisa Bu,462,1373,666,279,237,51,19,209,193,211,63,13,26,21,3823
1517,"Andrew Solomon: Love, no matter what",Andrew Solomon,2449,1975,58,337,396,937,175,133,456,37,181,45,61,84,7324
1518,Alex Laskey: How behavioral science can lower your energy bill,Alex Laskey,325,284,328,91,15,116,6,33,44,22,11,18,3,3,1299
1519,"Anas Aremeyaw Anas: How I named, shamed and jailed",Anas Aremeyaw Anas,163,571,136,168,91,14,17,31,23,10,7,35,6,2,1274
1520,Denise Herzing: Could we speak the language of dolphins?,Denise Herzing,109,151,288,86,69,9,33,11,8,18,40,16,1,1,840
1521,Martin Villeneuve: How I made an impossible film,Martin Villeneuve,32,85,99,29,287,45,71,38,17,24,9,6,25,1,768
1522,Andrew McAfee: What will future jobs look like?,Andrew McAfee,462,112,85,61,218,252,201,63,20,20,10,11,27,39,1581
1523,Raffaello D'Andrea: The astounding athletic power of quadcopters,Raffaello D'Andrea,932,1183,1237,138,205,325,551,33,75,47,9,21,3,18,4777
1524,George Papandreou: Imagine a European democracy without borders,George Papandreou,63,129,101,146,63,102,169,27,29,9,14,15,9,20,896
1525,Daniel Suarez: The kill decision shouldn't belong to a robot,Daniel Suarez,81,191,195,34,59,37,4,10,28,9,16,5,2,7,678
1526,Manal al-Sharif: A Saudi woman who dared to drive,Manal al-Sharif,696,790,96,143,90,116,70,25,8,9,29,8,20,6,2106
1527,Didier Sornette: How we can predict the next financial crisis,Didier Sornette,68,222,129,75,148,24,18,14,35,58,38,21,11,1,862
1528,"Juliana Rotich: Meet BRCK, Internet access built for Africa",Juliana Rotich,107,97,45,91,22,9,18,20,7,5,8,1,4,1,435
1529,Joseph Kim: The family I lost in North Korea. And the family I gained.,Joseph Kim,137,748,600,370,87,45,6,39,3,5,27,1,0,0,2068
1530,Paul Pholeros: How to reduce poverty? Fix homes,Paul Pholeros,145,87,157,31,41,296,32,137,3,1,11,3,3,3,950
1531,Camille Seaman: Photos from a storm chaser,Camille Seaman,121,103,461,15,63,153,54,12,3,4,25,10,8,12,1044
1532,Lesley Hazleton: The doubt essential to faith,Lesley Hazleton,467,702,353,336,47,128,28,312,101,238,57,71,54,16,2910
1533,Peter Attia: Is the obesity crisis hiding a bigger problem?,Peter Attia,332,480,338,561,1150,786,142,881,37,68,52,18,26,7,4878
1534,Bob Mankoff: Anatomy of a New Yorker cartoon,Bob Mankoff,616,217,123,43,69,11,48,22,11,13,6,17,1,7,1204
1535,"Michael Archer: How we'll resurrect the gastric brooding frog, the Tasmanian tiger",Michael Archer,102,34,28,69,13,15,12,47,1,31,1,1,9,0,363
1536,Rodney Brooks: Why we will rely on robots,Rodney Brooks,25,72,11,13,93,60,73,122,22,53,10,6,14,8,582
1537,Eric X. Li: A tale of two political systems,Eric X. Li,843,865,378,698,506,103,223,141,55,89,20,59,61,64,4105
1538,Joel Selanikio: The big-data revolution in healthcare,Joel Selanikio,95,35,59,158,58,12,28,41,10,11,5,10,1,0,523
1539,Jinha Lee: Reach into the computer and grab a pixel,Jinha Lee,468,43,13,374,500,164,91,222,42,30,22,9,2,7,1987
1540,Sleepy Man Banjo Boys: Bluegrass virtuosity from ... New Jersey?,Sleepy Man Banjo Boys,392,381,501,27,289,48,3,3,52,29,3,5,2,0,1735
1541,Charmian Gooch: Meet global corruption's hidden players,Charmian Gooch,157,604,290,535,226,23,103,24,71,33,16,12,6,9,2109
1542,Michael Green: Why we should build wooden skyscrapers,Michael Green,297,195,50,224,66,188,76,31,164,50,10,3,8,6,1368
1543,The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",58,26,145,11,93,39,72,22,16,34,25,9,25,2,577
1544,Jack Andraka: A promising test for pancreatic cancer ... from a teenager,Jack Andraka,533,464,426,696,185,35,77,16,151,21,83,19,7,24,2737
1545,Al Vernacchio: Sex needs a new metaphor. Here's one ...,Al Vernacchio,269,135,297,575,331,322,52,72,93,80,40,134,17,24,2441
1546,Bernie Krause: The voice of the natural world,Bernie Krause,262,300,65,280,203,20,6,4,124,15,36,12,4,3,1334
1547,Gavin Pretor-Pinney: Cloudy with a chance of joy,Gavin Pretor-Pinney,157,465,366,53,46,138,26,20,9,3,7,17,5,0,1312
1548,Pico Iyer: Where is home?,Pico Iyer,515,1254,52,785,103,199,23,35,74,116,16,12,43,35,3262
1549,Two young scientists break down plastics with bacteria,Miranda Wang and Jeanny Yao,174,215,186,140,63,44,20,54,24,22,27,12,16,37,1034
1550,Tom Thum: The orchestra in my mouth,Tom Thum,902,188,273,638,899,280,70,11,30,8,34,11,9,11,3364
1551,John Searle: Our shared condition -- consciousness,John Searle,103,271,70,153,73,270,41,200,60,52,47,12,26,38,1416
1552,Kate Stone: DJ decks made of ... paper,Kate Stone,168,173,68,98,15,37,5,24,10,5,12,10,21,8,654
1553,"Roberto D'Angelo + Francesca Fedeli: In our baby's illness, a life lesson",Roberto D'Angelo + Francesca Fedeli,99,6,448,297,208,43,36,10,11,16,3,3,0,0,1180
